admin3Name_en,admin3Pcode,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,Shape_Length,Shape_Area
Nai Wong Nuea,TH850206,La-Un,TH8502,Ranong,TH85,Thailand,TH,0.27849,0.002449
Nai Wong Tai,TH850207,La-Un,TH8502,Ranong,TH85,Thailand,TH,0.210011,0.001728
Nakhon Chai Si,TH730301,Nakhon Chai Si,TH7303,Nakhon Pathom,TH73,Thailand,TH,0.109736,0.00026
Nakhon Chedi,TH510611,Pa Sang,TH5106,Lamphun,TH51,Thailand,TH,0.645821,0.010754
Nakhon Chum,TH620105,Mueang Kamphaeng Phet,TH6201,Kamphaeng Phet,TH62,Thailand,TH,0.532053,0.005474
Nakhon Chum,TH650206,Nakhon Thai,TH6502,Phitsanulok,TH65,Thailand,TH,0.788012,0.015646
Nakhon Chum,TH700509,Ban Pong,TH7005,Ratchaburi,TH70,Thailand,TH,0.182383,0.001072
Nakhon Doet,TH640802,Si Nakhon,TH6408,Sukhothai,TH64,Thailand,TH,0.364297,0.004177
Nakhon Luang,TH140301,Nakhon Luang,TH1403,Phra Nakhon Si Ayutthaya,TH14,Thailand,TH,0.160357,0.000765
Nakhon Nayok,TH260101,Mueang Nakhon Nayok,TH2601,Nakhon Nayok,TH26,Thailand,TH,0.062494,0.000113
Nakhon Pa Mak,TH650507,Bang Krathum,TH6505,Phitsanulok,TH65,Thailand,TH,0.40717,0.004338
Nakhon Pathom,TH730111,Mueang Nakhon Pathom,TH7301,Nakhon Pathom,TH73,Thailand,TH,0.166895,0.001081
Nakhon Sawan Ok,TH600107,Mueang Nakhon Sawan,TH6001,Nakhon Sawan,TH60,Thailand,TH,0.251286,0.001652
Nakhon Sawan Tok,TH600106,Mueang Nakhon Sawan,TH6001,Nakhon Sawan,TH60,Thailand,TH,0.271486,0.002914
Nakhon Thai,TH650201,Nakhon Thai,TH6502,Phitsanulok,TH65,Thailand,TH,0.460714,0.003333
Nam Ang,TH530204,Tron,TH5302,Uttaradit,TH53,Thailand,TH,0.4723,0.007466
Nam Bo Luang,TH501214,San Pa Tong,TH5012,Chiang Mai,TH50,Thailand,TH,0.291644,0.002667
Nam Cham,TH540103,Mueang Phrae,TH5401,Phrae,TH54,Thailand,TH,0.373217,0.001838
Nam Cham,TH540402,Sung Men,TH5404,Phrae,TH54,Thailand,TH,0.198565,0.001338
Nam Chan,TH380406,Seka,TH3804,Bueng Kan,TH38,Thailand,TH,0.524266,0.00552
Nam Chiao,TH230502,Laem Ngop,TH2305,Trat,TH23,Thailand,TH,0.339325,0.001794
Nam Cho,TH521006,Mae Tha,TH5210,Lampang,TH52,Thailand,TH,0.370859,0.004143
Nam Chuet,TH850401,Kra Buri,TH8504,Ranong,TH85,Thailand,TH,0.590259,0.009552
Nam Chuet Noi,TH850402,Kra Buri,TH8504,Ranong,TH85,Thailand,TH,0.151624,0.001156
Nam Chun,TH670314,Lom Sak,TH6703,Phetchabun,TH67,Thailand,TH,0.521342,0.007139
Nam Daeng,TH240115,Mueang Chachoengsao,TH2401,Chachoengsao,TH24,Thailand,TH,0.200016,0.001128
Nam Dam,TH940603,Thung Yang Daeng,TH9406,Pattani,TH94,Thailand,TH,0.200484,0.001695
Nam Dip,TH510608,Pa Sang,TH5106,Lamphun,TH51,Thailand,TH,0.440027,0.005722
Nam Hak,TH840803,Khiri Rat Nikhom,TH8408,Surat Thani,TH84,Thailand,TH,0.851904,0.010836
Nam Hia,TH670306,Lom Sak,TH6703,Phetchabun,TH67,Thailand,TH,0.156715,0.000585
Nam Kaen,TH551403,Phu Phiang,TH5514,Nan,TH55,Thailand,TH,0.520328,0.005395
Nam Kam,TH480508,That Phanom,TH4805,Nakhon Phanom,TH48,Thailand,TH,0.378597,0.005695
Nam Khaem,TH420804,Tha Li,TH4208,Loei,TH42,Thailand,TH,0.652602,0.014675
Nam Kham,TH330122,Mueang Si Sa Ket,TH3301,Si Sa Ket,TH33,Thailand,TH,0.374281,0.005591
Nam Kham,TH350902,Thai Charoen,TH3509,Yasothon,TH35,Thailand,TH,0.412708,0.005049
Nam Kham,TH451110,Suwannaphum,TH4511,Roi Et,TH45,Thailand,TH,0.297278,0.004691
Nam Kham Yai,TH350102,Mueang Yasothon,TH3501,Yasothon,TH35,Thailand,TH,0.284967,0.002725
Nam Khao,TH900307,Chana,TH9003,Songkhla,TH90,Thailand,TH,0.284081,0.001854
Nam Khiao,TH320713,Rattanaburi,TH3207,Surin,TH32,Thailand,TH,0.316368,0.002893
Nam Khok,TH210112,Mueang Rayong,TH2101,Rayong,TH21,Thailand,TH,0.200072,0.000918
Nam Khrai,TH530404,Nam Pat,TH5304,Uttaradit,TH53,Thailand,TH,0.73716,0.021488
Nam Khum,TH640803,Si Nakhon,TH6408,Sukhothai,TH64,Thailand,TH,0.333526,0.002972
Nam Kian,TH551404,Phu Phiang,TH5514,Nan,TH55,Thailand,TH,0.496664,0.003738
Nam Kliang,TH331501,Nam Kliang,TH3315,Si Sa Ket,TH33,Thailand,TH,0.41179,0.004566
Nam Ko,TH670312,Lom Sak,TH6703,Phetchabun,TH67,Thailand,TH,0.360038,0.004198
Nam Kum,TH650207,Nakhon Thai,TH6502,Phitsanulok,TH65,Thailand,TH,0.596283,0.011989
Nam Lao,TH540205,Rong Kwang,TH5402,Phrae,TH54,Thailand,TH,0.402663,0.005922
Nam Man,TH530305,Tha Pla,TH5303,Uttaradit,TH53,Thailand,TH,0.840718,0.022391
Nam Man,TH420105,Mueang Loei,TH4201,Loei,TH42,Thailand,TH,0.415883,0.005031
Nam Mong,TH430202,Tha Bo,TH4302,Nong Khai,TH43,Thailand,TH,0.531289,0.005403
Nam Muap,TH550707,Wiang Sa,TH5507,Nan,TH55,Thailand,TH,0.96475,0.030034
Nam Nao,TH670901,Nam Nao,TH6709,Phetchabun,TH67,Thailand,TH,0.897563,0.025949
Nam Noi,TH901114,Hat Yai,TH9011,Songkhla,TH90,Thailand,TH,0.317826,0.004396
Nam Om,TH330406,Kantharalak,TH3304,Si Sa Ket,TH33,Thailand,TH,0.289767,0.00243
Nam Om,TH350703,Kho Wang,TH3507,Yasothon,TH35,Thailand,TH,0.273756,0.004283
Nam Om,TH400911,Kranuan,TH4009,Khon Kaen,TH40,Thailand,TH,0.204076,0.002028
Nam Om,TH450210,Kaset Wisai,TH4502,Roi Et,TH45,Thailand,TH,0.357243,0.003958
Nam Pai,TH550205,Mae Charim,TH5502,Nan,TH55,Thailand,TH,0.399094,0.004979
Nam Pen,TH210701,Khao Chamao,TH2107,Rayong,TH21,Thailand,TH,0.531933,0.008618
Nam Phai,TH530405,Nam Pat,TH5304,Uttaradit,TH53,Thailand,TH,1.077614,0.030923
Nam Phang,TH550204,Mae Charim,TH5502,Nan,TH55,Thailand,TH,1.343459,0.041197
Nam Phon,TH410305,Nong Wua So,TH4103,Udon Thani,TH41,Thailand,TH,0.473096,0.00916
Nam Phong,TH400701,Nam Phong,TH4007,Khon Kaen,TH40,Thailand,TH,0.567827,0.006471
Nam Phrae,TH501107,Phrao,TH5011,Chiang Mai,TH50,Thailand,TH,0.356877,0.004855
Nam Phrae,TH501511,Hang Dong,TH5015,Chiang Mai,TH50,Thailand,TH,0.474075,0.006346
Nam Phut,TH910505,La-Ngu,TH9105,Satun,TH91,Thailand,TH,0.632051,0.005576
Nam Phut,TH920115,Mueang Trang,TH9201,Trang,TH92,Thailand,TH,0.561002,0.00829
Nam Plik,TH370109,Mueang Amnat Charoen,TH3701,Amnat Charoen,TH37,Thailand,TH,0.439244,0.004941
Nam Pua,TH550708,Wiang Sa,TH5507,Nan,TH55,Thailand,TH,0.505037,0.003243
Nam Rat,TH540803,Nong Muang Khai,TH5408,Phrae,TH54,Thailand,TH,0.342823,0.00197
Nam Rit,TH530108,Mueang Uttaradit,TH5301,Uttaradit,TH53,Thailand,TH,0.325059,0.002478
Nam Ron,TH670114,Mueang Phetchabun,TH6701,Phetchabun,TH67,Thailand,TH,0.343935,0.004033
Nam Ron,TH670505,Wichian Buri,TH6705,Phetchabun,TH67,Thailand,TH,0.58712,0.012319
Nam Rop,TH610705,Lan Sak,TH6107,Uthai Thani,TH61,Thailand,TH,0.586203,0.012029
Nam Rop,TH841711,Phunphin,TH8417,Surat Thani,TH84,Thailand,TH,0.256484,0.002947
Nam Ruem,TH630108,Mueang Tak,TH6301,Tak,TH63,Thailand,TH,0.583668,0.007799
Nam Sai,TH450405,Chaturaphak Phiman,TH4504,Roi Et,TH45,Thailand,TH,0.25674,0.001371
Nam Som,TH411802,Nam Som,TH4118,Udon Thani,TH41,Thailand,TH,0.709051,0.017149
Nam Song,TH601009,Phayuha Khiri,TH6010,Nakhon Sawan,TH60,Thailand,TH,0.481217,0.005787
Nam Suai,TH420110,Mueang Loei,TH4201,Loei,TH42,Thailand,TH,0.782562,0.018069
Nam Suem,TH610102,Mueang Uthai Thani,TH6101,Uthai Thani,TH61,Thailand,TH,0.289738,0.001968
Nam Sut,TH160209,Phatthana Nikhom,TH1602,Lop Buri,TH16,Thailand,TH,0.647681,0.00674
Nam Thaeng,TH340209,Si Mueang Mai,TH3402,Ubon Ratchathani,TH34,Thailand,TH,0.843822,0.024795
Nam Thiang,TH490514,Khamcha-I,TH4905,Mukdahan,TH49,Thailand,TH,0.318762,0.004126
Nam Thun,TH420806,Tha Li,TH4208,Loei,TH42,Thailand,TH,0.52073,0.008226
Nam Waen,TH560306,Chiang Kham,TH5603,Phayao,TH56,Thailand,TH,0.481847,0.007457
Namphi,TH530904,Thong Saen Khan,TH5309,Uttaradit,TH53,Thailand,TH,0.462617,0.008805
Namphu,TH700112,Mueang Ratchaburi,TH7001,Ratchaburi,TH70,Thailand,TH,0.461448,0.005555
Namphu,TH841209,Ban Na San,TH8412,Surat Thani,TH84,Thailand,TH,0.273869,0.00305
Namtan,TH170607,In Buri,TH1706,Sing Buri,TH17,Thailand,TH,0.23239,0.002035
Namtao,TH140509,Bang Ban,TH1405,Phra Nakhon Si Ayutthaya,TH14,Thailand,TH,0.161137,0.000935
Namtao,TH141504,Maha Rat,TH1415,Phra Nakhon Si Ayutthaya,TH14,Thailand,TH,0.116669,0.000505
Namtok,TH550407,Na Noi,TH5504,Nan,TH55,Thailand,TH,0.618989,0.008895
Namtok,TH800910,Thung Song,TH8009,Nakhon Si Thammarat,TH80,Thailand,TH,0.583529,0.009388
Nang Buat,TH720203,Doem Bang Nang Buat,TH7202,Suphan Buri,TH72,Thailand,TH,0.287001,0.002714
Nang Daet,TH360504,Nong Bua Daeng,TH3605,Chaiyaphum,TH36,Thailand,TH,1.635748,0.065568
Nang Kaeo,TH700716,Photharam,TH7007,Ratchaburi,TH70,Thailand,TH,0.172485,0.001505
Nang Lae,TH570104,Mueang Chiang Rai,TH5701,Chiang Rai,TH57,Thailand,TH,0.445377,0.005632
Nang Long,TH800711,Cha-Uat,TH8007,Nakhon Si Thammarat,TH80,Thailand,TH,0.402379,0.004973
Nang Lue,TH180109,Mueang Chai Nat,TH1801,Chai Nat,TH18,Thailand,TH,0.423701,0.004277
Nang Phaya,TH530307,Tha Pla,TH5303,Uttaradit,TH53,Thailand,TH,0.760921,0.01998
Nang Ram,TH301313,Prathai,TH3013,Nakhon Ratchasima,TH30,Thailand,TH,0.384673,0.002988
Nang Rong,TH310401,Nang Rong,TH3104,Buri Ram,TH31,Thailand,TH,0.506757,0.006159
Nang Takhian,TH750110,Mueang Samut Songkhram,TH7501,Samut Songkhram,TH75,Thailand,TH,0.245361,0.001272
Nara Phirom,TH730513,Bang Len,TH7305,Nakhon Pathom,TH73,Thailand,TH,0.328009,0.003315
Narong,TH321501,Si Narong,TH3215,Surin,TH32,Thailand,TH,0.348094,0.005602
Nawamin,TH102704,Bueng Kum,TH1027,Bangkok,TH10,Thailand,TH,0.115172,0.000393
Ngaeng,TH550502,Pua,TH5505,Nan,TH55,Thailand,TH,0.390833,0.00371
Ngao,TH570410,Thoeng,TH5704,Chiang Rai,TH57,Thailand,TH,0.445,0.00601
Ngao,TH850103,Mueang Ranong,TH8501,Ranong,TH85,Thailand,TH,0.853074,0.011915
Ngim,TH560604,Pong,TH5606,Phayao,TH56,Thailand,TH,1.185195,0.025938
Ngio,TH301410,Pak Thong Chai,TH3014,Nakhon Ratchasima,TH30,Thailand,TH,0.2647,0.002572
Ngio,TH301606,Huai Thalaeng,TH3016,Nakhon Ratchasima,TH30,Thailand,TH,0.382733,0.003952
Ngio,TH570402,Thoeng,TH5704,Chiang Rai,TH57,Thailand,TH,0.593901,0.008624
Ngio Don,TH470103,Mueang Sakon Nakhon,TH4701,Sakon Nakhon,TH47,Thailand,TH,0.322855,0.003988
Ngio Ngam,TH191004,Sao Hai,TH1910,Saraburi,TH19,Thailand,TH,0.181738,0.000647
Ngio Ngam,TH530109,Mueang Uttaradit,TH5301,Uttaradit,TH53,Thailand,TH,0.400219,0.004029
Ngio Ngam,TH650120,Mueang Phitsanulok,TH6501,Phitsanulok,TH65,Thailand,TH,0.366854,0.001867
Ngio Rai,TH160110,Mueang Lop Buri,TH1601,Lop Buri,TH16,Thailand,TH,0.184137,0.001284
Ngio Rai,TH170604,In Buri,TH1706,Sing Buri,TH17,Thailand,TH,0.198042,0.00162
Ngio Rai,TH660402,Taphan Hin,TH6604,Phichit,TH66,Thailand,TH,0.493756,0.003938
Ngio Rai,TH730323,Nakhon Chai Si,TH7303,Nakhon Pathom,TH73,Thailand,TH,0.126303,0.000424
Ngop,TH550802,Thung Chang,TH5508,Nan,TH55,Thailand,TH,0.982245,0.020152
Ngua Ba,TH440908,Wapi Pathum,TH4409,Maha Sarakham,TH44,Thailand,TH,0.325646,0.004429
Nikhom,TH311102,Satuek,TH3111,Buri Ram,TH31,Thailand,TH,0.45096,0.004922
Nikhom,TH460905,Sahatsakhan,TH4609,Kalasin,TH46,Thailand,TH,0.194537,0.00176
Nikhom Huai Phueng,TH461403,Huai Phueng,TH4614,Kalasin,TH46,Thailand,TH,0.562628,0.007203
Nikhom Kham Soi,TH490201,Nikhom Kham Soi,TH4902,Mukdahan,TH49,Thailand,TH,0.398075,0.004389
Nikhom Khao Bo Kaeo,TH601003,Phayuha Khiri,TH6010,Nakhon Sawan,TH60,Thailand,TH,0.607212,0.010277
Nikhom Krasiao,TH720306,Dan Chang,TH7203,Suphan Buri,TH72,Thailand,TH,0.528904,0.008796
Nikhom Lam Narai,TH160417,Chai Badan,TH1604,Lop Buri,TH16,Thailand,TH,0.442319,0.006299
Nikhom Nam Un,TH470701,Nikhom Nam Un,TH4707,Sakon Nakhon,TH47,Thailand,TH,0.545424,0.006052
Nikhom Phatthana,TH210801,Nikhom Phatthana,TH2108,Rayong,TH21,Thailand,TH,0.360699,0.004253
Nikhom Phatthana,TH330515,Khukhan,TH3305,Si Sa Ket,TH33,Thailand,TH,0.213905,0.001535
Nikhom Phatthana,TH390309,Non Sang,TH3903,Nong Bua Lam Phu,TH39,Thailand,TH,0.374391,0.005504
Nikhom Phatthana,TH520118,Mueang Lampang,TH5201,Lampang,TH52,Thailand,TH,0.483635,0.006782
Nikhom Phatthana,TH650408,Bang Rakam,TH6504,Phitsanulok,TH65,Thailand,TH,0.448969,0.006001
Nikhom Phatthana,TH910702,Manang,TH9107,Satun,TH91,Thailand,TH,0.555268,0.006627
Nikhom Sang Ton-Eng,TH160116,Mueang Lop Buri,TH1601,Lop Buri,TH16,Thailand,TH,0.459213,0.007496
Nikhom Sang Ton-Eng,TH301508,Phimai,TH3015,Nakhon Ratchasima,TH30,Thailand,TH,0.473465,0.006126
Nikhom Sang Ton-Eng Lam Dom Noi,TH342504,Sirindhorn,TH3425,Ubon Ratchathani,TH34,Thailand,TH,0.405894,0.00566
Nikhom Songkhro,TH410102,Mueang Udon Thani,TH4101,Udon Thani,TH41,Thailand,TH,0.311109,0.003932
Nikhom Thung Pho Thale,TH620112,Mueang Kamphaeng Phet,TH6201,Kamphaeng Phet,TH62,Thailand,TH,0.380719,0.005957
Nin Phet,TH730510,Bang Len,TH7305,Nakhon Pathom,TH73,Thailand,TH,0.308021,0.003875
Niwet,TH450501,Thawat Buri,TH4505,Roi Et,TH45,Thailand,TH,0.31232,0.003192
Niyom Chai,TH160805,Sa Bot,TH1608,Lop Buri,TH16,Thailand,TH,0.653937,0.010933
Noen Chaeng,TH610114,Mueang Uthai Thani,TH6101,Uthai Thani,TH61,Thailand,TH,0.331073,0.001182
Noen Hom,TH250112,Mueang Prachin Buri,TH2501,Prachin Buri,TH25,Thailand,TH,0.584014,0.008476
Noen Kham,TH180801,Noen Kham,TH1808,Chai Nat,TH18,Thailand,TH,0.532204,0.009139
Noen Khi Lek,TH601110,Lat Yao,TH6011,Nakhon Sawan,TH60,Thailand,TH,0.53065,0.006619
Noen Kho,TH210304,Klaeng,TH2103,Rayong,TH21,Thailand,TH,0.309102,0.00309
Noen Kum,TH650508,Bang Krathum,TH6505,Phitsanulok,TH65,Thailand,TH,0.409031,0.004695
Noen Kwao,TH600207,Krok Phra,TH6002,Nakhon Sawan,TH60,Thailand,TH,0.279597,0.003102
Noen Makok,TH601002,Phayuha Khiri,TH6010,Nakhon Sawan,TH60,Thailand,TH,0.308241,0.003856
Noen Makok,TH660504,Bang Mun Nak,TH6605,Phichit,TH66,Thailand,TH,0.456321,0.005775
Noen Maprang,TH650906,Noen Maprang,TH6509,Phitsanulok,TH65,Thailand,TH,0.50283,0.007931
Noen Ngam,TH950609,Raman,TH9506,Yala,TH95,Thailand,TH,0.183314,0.001724
Noen Phoem,TH650204,Nakhon Thai,TH6502,Phitsanulok,TH65,Thailand,TH,1.08685,0.02691
Noen Phra,TH210109,Mueang Rayong,TH2101,Rayong,TH21,Thailand,TH,0.332404,0.002816
Noen Phraprang,TH720708,Song Phi Nong,TH7207,Suphan Buri,TH72,Thailand,TH,0.230787,0.001541
Noen Po,TH660706,Sam Ngam,TH6607,Phichit,TH66,Thailand,TH,0.432124,0.007577
Noen Sai,TH230109,Mueang Trat,TH2301,Trat,TH23,Thailand,TH,0.559137,0.005724
Noen Sala,TH600208,Krok Phra,TH6002,Nakhon Sawan,TH60,Thailand,TH,0.2271,0.002331
Noen Sawang,TH660306,Pho Prathap Chang,TH6603,Phichit,TH66,Thailand,TH,0.460187,0.005382
Noen Yang,TH461009,Kham Muang,TH4610,Kalasin,TH46,Thailand,TH,0.299567,0.002639
Nok Mueang,TH320111,Mueang Surin,TH3201,Surin,TH32,Thailand,TH,0.55006,0.004624
Nok Ok,TH301406,Pak Thong Chai,TH3014,Nakhon Ratchasima,TH30,Thailand,TH,0.221908,0.001794
Nom,TH451404,At Samat,TH4514,Roi Et,TH45,Thailand,TH,0.27897,0.002509
Non,TH321703,Non Narai,TH3217,Surin,TH32,Thailand,TH,0.268244,0.003234
Non Buri,TH460907,Sahatsakhan,TH4609,Kalasin,TH46,Thailand,TH,0.232345,0.001746
Non Chai Si,TH450707,Phon Thong,TH4507,Roi Et,TH45,Thailand,TH,0.326664,0.003792
Non Chan,TH303002,Bua Lai,TH3030,Nakhon Ratchasima,TH30,Thailand,TH,0.294578,0.003576
Non Charoen,TH310802,Ban Kruat,TH3108,Buri Ram,TH31,Thailand,TH,0.34963,0.003951
Non Daeng,TH302401,Non Daeng,TH3024,Nakhon Ratchasima,TH30,Thailand,TH,0.269394,0.00316
Non Daeng,TH360206,Ban Khwao,TH3602,Chaiyaphum,TH36,Thailand,TH,0.211455,0.001614
Non Daeng,TH402505,Non Sila,TH4025,Khon Kaen,TH40,Thailand,TH,0.237781,0.001914
Non Daeng,TH440608,Borabue,TH4406,Maha Sarakham,TH44,Thailand,TH,0.496575,0.006999
Non Din Daeng,TH312001,Non Din Daeng,TH3120,Buri Ram,TH31,Thailand,TH,0.844413,0.011314
Non Han,TH400502,Chum Phae,TH4005,Khon Kaen,TH40,Thailand,TH,0.250144,0.002599
Non Hom,TH470104,Mueang Sakon Nakhon,TH4701,Sakon Nakhon,TH47,Thailand,TH,0.29914,0.003793
Non Hom,TH250113,Mueang Prachin Buri,TH2501,Prachin Buri,TH25,Thailand,TH,0.364225,0.003503
Non Kalen,TH342205,Samrong,TH3422,Ubon Ratchathani,TH34,Thailand,TH,0.383725,0.005005
Non Kalong,TH341918,Phibun Mangsahan,TH3419,Ubon Ratchathani,TH34,Thailand,TH,0.362213,0.005502
Non Kha,TH401211,Phon,TH4012,Khon Kaen,TH40,Thailand,TH,0.336248,0.002647
Non Kha,TH301805,Sung Noen,TH3018,Nakhon Ratchasima,TH30,Thailand,TH,0.43594,0.007488
Non Khamin,TH390109,Mueang Nong Bua Lam Phu,TH3901,Nong Bua Lam Phu,TH39,Thailand,TH,0.358856,0.005189
Non Kho,TH331301,Non Khun,TH3313,Si Sa Ket,TH33,Thailand,TH,0.370862,0.00529
Non Kho,TH341006,Buntharik,TH3410,Ubon Ratchathani,TH34,Thailand,TH,0.3893,0.004398
Non Khom,TH402001,Phu Pha Man,TH4020,Khon Kaen,TH40,Thailand,TH,0.208979,0.001332
Non Khong,TH400203,Ban Fang,TH4002,Khon Kaen,TH40,Thailand,TH,0.326099,0.003679
Non Khun,TH330204,Yang Chum Noi,TH3302,Si Sa Ket,TH33,Thailand,TH,0.298638,0.003332
Non Khun,TH361303,Khon San,TH3613,Chaiyaphum,TH36,Thailand,TH,0.37097,0.004778
Non Khwang,TH312104,Ban Dan,TH3121,Buri Ram,TH31,Thailand,TH,0.302843,0.002827
Non Klang,TH341907,Phibun Mangsahan,TH3419,Ubon Ratchathani,TH34,Thailand,TH,0.341851,0.005925
Non Klang,TH342207,Samrong,TH3422,Ubon Ratchathani,TH34,Thailand,TH,0.29361,0.003267
Non Ko,TH342503,Sirindhorn,TH3425,Ubon Ratchathani,TH34,Thailand,TH,0.899926,0.024724
Non Kok,TH360406,Kaset Sombun,TH3604,Chaiyaphum,TH36,Thailand,TH,0.390513,0.007038
Non Kung,TH341110,Trakan Phuet Phon,TH3411,Ubon Ratchathani,TH34,Thailand,TH,0.544623,0.004617
Non Laem Thong,TH460906,Sahatsakhan,TH4609,Kalasin,TH46,Thailand,TH,0.356812,0.002993
Non Lek,TH610109,Mueang Uthai Thani,TH6101,Uthai Thani,TH61,Thailand,TH,0.15752,0.000864
Non Mak Kheng,TH270504,Watthana Nakhon,TH2705,Sa Kaeo,TH27,Thailand,TH,0.813906,0.013054
Non Mak Mun,TH270804,Khok Sung,TH2708,Sa Kaeo,TH27,Thailand,TH,0.43162,0.006272
Non Muang,TH390408,Si Bun Rueang,TH3904,Nong Bua Lam Phu,TH39,Thailand,TH,0.675727,0.009095
Non Mueang,TH301102,Kham Sakaesaeng,TH3011,Nakhon Ratchasima,TH30,Thailand,TH,0.289939,0.004253
Non Mueang,TH390209,Na Klang,TH3902,Nong Bua Lam Phu,TH39,Thailand,TH,0.451928,0.00422
Non Mueang,TH390306,Non Sang,TH3903,Nong Bua Lam Phu,TH39,Thailand,TH,0.390271,0.005068
Non Mueang Phatthana,TH300817,Dan Khun Thot,TH3008,Nakhon Ratchasima,TH30,Thailand,TH,0.371948,0.004635
Non Na Chan,TH461603,Na Khu,TH4616,Kalasin,TH46,Thailand,TH,0.346426,0.002311
Non Nam Kliang,TH460908,Sahatsakhan,TH4609,Kalasin,TH46,Thailand,TH,0.295707,0.003157
Non Nam Thaeng,TH370113,Mueang Amnat Charoen,TH3701,Amnat Charoen,TH37,Thailand,TH,0.401657,0.005075
Non Ngam,TH370306,Pathum Ratchawongsa,TH3703,Amnat Charoen,TH37,Thailand,TH,0.327383,0.003104
Non Non,TH341505,Warin Chamrap,TH3415,Ubon Ratchathani,TH34,Thailand,TH,0.296365,0.002802
Non Pa Sang,TH421204,Pha Khao,TH4212,Loei,TH42,Thailand,TH,0.511159,0.004992
Non Phayom,TH401807,Chonnabot,TH4018,Khon Kaen,TH40,Thailand,TH,0.390526,0.004598
Non Phek,TH332004,Phayu,TH3320,Si Sa Ket,TH33,Thailand,TH,0.235538,0.00281
Non Phet,TH301314,Prathai,TH3013,Nakhon Ratchasima,TH30,Thailand,TH,0.418624,0.003485
Non Phiban,TH440205,Kae Dam,TH4402,Maha Sarakham,TH44,Thailand,TH,0.203765,0.001908
Non Phluang,TH620704,Lan Krabue,TH6207,Kamphaeng Phet,TH62,Thailand,TH,0.38664,0.004433
Non Pho,TH370112,Mueang Amnat Charoen,TH3701,Amnat Charoen,TH37,Thailand,TH,0.407497,0.004577
Non Phueng,TH341521,Warin Chamrap,TH3415,Ubon Ratchathani,TH34,Thailand,TH,0.246875,0.002315
Non Po Daeng,TH421203,Pha Khao,TH4212,Loei,TH42,Thailand,TH,0.697756,0.010249
Non Pradu,TH303103,Sida,TH3031,Nakhon Ratchasima,TH30,Thailand,TH,0.430772,0.003529
Non Pueai,TH350302,Kut Chum,TH3503,Yasothon,TH35,Thailand,TH,0.487177,0.005834
Non Pun,TH330606,Phrai Bueng,TH3306,Si Sa Ket,TH33,Thailand,TH,0.173432,0.001734
Non Rang,TH301710,Chum Phuang,TH3017,Nakhon Ratchasima,TH30,Thailand,TH,0.429754,0.005349
Non Rang,TH340414,Khueang Nai,TH3404,Ubon Ratchathani,TH34,Thailand,TH,0.288071,0.003205
Non Rang,TH450110,Mueang Roi Et,TH4501,Roi Et,TH45,Thailand,TH,0.213283,0.001343
Non Rasi,TH440607,Borabue,TH4406,Maha Sarakham,TH44,Thailand,TH,0.427088,0.003867
Non Sa-At,TH360304,Khon Sawan,TH3603,Chaiyaphum,TH36,Thailand,TH,0.479995,0.004316
Non Sa-At,TH390406,Si Bun Rueang,TH3904,Nong Bua Lam Phu,TH39,Thailand,TH,0.604231,0.013977
Non Sa-At,TH400409,Nong Ruea,TH4004,Khon Kaen,TH40,Thailand,TH,0.254662,0.002844
Non Sa-At,TH400512,Chum Phae,TH4005,Khon Kaen,TH40,Thailand,TH,0.479571,0.0022
Non Sa-At,TH401305,Waeng Yai,TH4013,Khon Kaen,TH40,Thailand,TH,0.47999,0.00553
Non Sa-At,TH410501,Non Sa-At,TH4105,Udon Thani,TH41,Thailand,TH,0.322183,0.003586
Non Sa-At,TH460808,Huai Mek,TH4608,Kalasin,TH46,Thailand,TH,0.24938,0.001878
Non Sa-At,TH471007,Ban Muang,TH4710,Sakon Nakhon,TH47,Thailand,TH,0.405447,0.005022
Non Sa-Nga,TH450307,Pathum Rat,TH4503,Roi Et,TH45,Thailand,TH,0.2184,0.002734
Non Sai,TH350607,Maha Chana Chai,TH3506,Yasothon,TH35,Thailand,TH,0.258972,0.001819
Non Samran,TH302302,Kaeng Sanam Nang,TH3023,Nakhon Ratchasima,TH30,Thailand,TH,0.376931,0.005908
Non Samran,TH330415,Kantharalak,TH3304,Si Sa Ket,TH33,Thailand,TH,0.347117,0.004971
Non Samran,TH360116,Mueang Chaiyaphum,TH3601,Chaiyaphum,TH36,Thailand,TH,0.504313,0.002919
Non Sang,TH330302,Kanthararom,TH3303,Si Sa Ket,TH33,Thailand,TH,0.454485,0.005044
Non Sang,TH390301,Non Sang,TH3903,Nong Bua Lam Phu,TH39,Thailand,TH,0.309256,0.00348
Non Sawan,TH340806,Na Chaluai,TH3408,Ubon Ratchathani,TH34,Thailand,TH,0.451454,0.005005
Non Sawan,TH450305,Pathum Rat,TH4503,Roi Et,TH45,Thailand,TH,0.317968,0.004522
Non Sawang,TH341202,Kut Khaopun,TH3412,Ubon Ratchathani,TH34,Thailand,TH,0.490359,0.009414
Non Sawang,TH380103,Mueang Bueng Kan,TH3801,Bueng Kan,TH38,Thailand,TH,0.503444,0.005983
Non Sawang,TH450211,Kaset Wisai,TH4502,Roi Et,TH45,Thailand,TH,0.297528,0.003676
Non Sila,TH380504,Pak Khat,TH3805,Bueng Kan,TH38,Thailand,TH,0.387868,0.003974
